DATE,cpi,ppi,eff,sentiement,nonfarm,ism,spx,gold,usoil,us10y,us2y,yc
2013-02-28,232.937,204.3,0.14,77.6,135541.0,53.1,1518.1,1575.7,90.91,1.88100004,0.23800001,1.64300003
2013-03-31,232.282,204.0,0.09,78.6,135680.0,51.5,1552.1,1581.5,92.98,1.76600003,0.23,1.53600003
2013-04-30,231.797,203.5,0.14,76.4,135871.0,50.0,1613.4,1470.2,95.44,1.62399995,0.2,1.42399995
2013-05-31,231.893,204.1,0.09,84.5,136093.0,50.0,1630.9,1387.81,91.63,2.11899996,0.29699999,1.82199997
2013-06-30,232.445,204.3,0.07,84.1,136274.0,52.5,1633.1,1222.93,103.44,2.50320005,0.36320001,2.14000004
2013-07-31,232.9,204.4,0.09,85.1,136386.0,54.9,1709.1,1313.0,106.81,2.70799994,0.329,2.37899994
2013-08-31,233.456,204.2,0.07,82.1,136628.0,56.3,1634.4,1395.2,107.58,2.76200008,0.39899999,2.36300009
2013-09-30,233.544,203.9,0.06,77.5,136815.0,56.0,1691.4,1309.9,103.61,2.60500002,0.31299999,2.2920000299999996
2013-10-31,233.669,202.5,0.07,73.2,137040.0,56.6,1759.4,1315.2,94.63,2.55200005,0.30899999,2.24300006
2013-11-30,234.1,201.2,0.07,75.1,137304.0,57.0,1806.1,1251.4,93.25,2.74810004,0.28929999,2.4588000500000002
2013-12-31,234.719,202.0,0.07,82.5,137373.0,56.5,1831.4,1236.75,94.15,2.99099994,0.384,2.60699994
2014-01-31,235.288,203.8,0.07,81.2,137548.0,51.3,1783.9,1243.94,97.46,2.69700003,0.347,2.35000003
2014-02-28,235.547,205.7,0.06,81.6,137714.0,54.3,1862.4,1324.9,102.5,2.63899994,0.32499999,2.3139999500000004
2014-03-31,236.028,207.0,0.06,80.0,137968.0,54.4,1867.1,1302.7,101.1,2.80100012,0.458,2.3430001199999997
2014-04-30,236.468,208.3,0.09,84.1,138293.0,55.3,1880.4,1299.6,99.91,2.61299992,0.41,2.20299992
2014-05-31,236.918,208.0,0.08,81.9,138511.0,55.6,1922.4,1250.5,102.83,2.48,0.37900001,2.10099999
2014-06-30,237.231,208.3,0.09,82.5,138837.0,55.7,1982.13,1319.3,103.78,2.647,0.51200002,2.13499998
2014-07-31,237.498,208.0,0.08,81.8,139069.0,56.4,1923.13,1293.8,97.58,2.5,0.53100002,1.96899998
2014-08-31,237.46,207.0,0.07,82.5,139257.0,58.1,2007.63,1268.3,93.5,2.458,0.53600001,1.9219999900000002
2014-09-30,237.477,206.4,0.07,84.6,139566.0,56.1,1967.38,1190.85,89.7,2.43,0.53500003,1.8949999700000002
2014-10-31,237.43,203.4,0.07,86.9,139818.0,57.9,2016.88,1172.59,80.65,2.34,0.477,1.863
2014-11-30,236.983,200.9,0.08,88.8,140109.0,57.6,2076.63,1191.98,65.6,2.31,0.54299998,1.76700002
2014-12-31,236.252,197.0,0.06,93.6,140377.0,55.1,2051.13,1188.43,52.56,2.11,0.6724,1.4375999999999998
2015-01-31,234.747,192.0,0.06,98.1,140568.0,53.5,1996.63,1283.09,47.66,1.64,0.51999998,1.12000002
2015-02-28,235.342,191.1,0.06,95.4,140839.0,52.9,2106.63,1212.96,49.36,2.0,0.65399998,1.34600002
2015-03-31,235.976,191.5,0.06,93.0,140910.0,51.5,2047.13,1202.52,49.49,1.84,0.54400003,1.29599997
2015-04-30,236.222,190.9,0.08,95.9,141194.0,51.5,2108.13,1178.0,59.15,2.12,0.57499999,1.54500001
2015-05-31,237.001,193.4,0.08,90.7,141525.0,52.8,2094.13,1171.5,58.91,2.41,0.66500002,1.7449999800000002
2015-06-30,237.657,194.8,0.08,96.1,141699.0,53.5,2072.63,1168.28,55.59,2.3859,0.63300002,1.75289998
2015-07-31,238.034,193.9,0.08,93.1,142001.0,52.7,2107.38,1095.01,46.78,2.18,0.72799999,1.4520000100000001
2015-08-31,238.033,191.9,0.08,91.9,142126.0,51.1,1924.1,1121.24,45.76,2.13,0.69599998,1.43400002
2015-09-30,237.498,189.1,0.07,87.2,142281.0,50.2,1952.5,1137.52,45.62,1.9948,0.64899999,1.34580001
2015-10-31,237.733,187.5,0.07,90.0,142587.0,49.4,2080.1,1141.59,46.36,2.1441,0.72799999,1.4161000099999999
2015-11-30,238.017,185.7,0.08,91.3,142824.0,48.4,2089.9,1085.85,40.11,2.2738,0.95899999,1.31480001
2015-12-31,237.761,183.5,0.2,92.6,143097.0,48.0,2057.9,1061.25,37.5,2.2694,1.05200005,1.2173999500000001
2016-01-31,237.652,182.6,0.29,92.0,143205.0,48.2,1881.0,1172.98,30.98,1.8374,0.70599997,1.13140003
2016-02-29,237.336,181.3,0.29,91.7,143417.0,49.7,1996.7,1258.62,36.14,1.8767,0.84500003,1.03169997
2016-03-31,238.08,182.1,0.25,91.0,143654.0,51.7,2073.38,1221.84,36.659,1.7731,0.72500002,1.04809998
2016-04-30,238.992,183.2,0.3,89.0,143851.0,50.7,2066.68,1292.77,45.98,1.835,0.78899997,1.04600003
2016-05-31,239.557,185.3,0.29,94.7,143892.0,51.0,2099.42,1243.82,48.78,1.7021,0.88300002,0.81909998
2016-06-30,240.222,187.6,0.3,93.5,144150.0,52.8,2105.0,1340.67,49.21,1.4458,0.58600003,0.85979997
2016-07-31,240.101,187.7,0.3,90.0,144521.0,52.3,2181.12,1335.5,41.929,1.5907,0.64700001,0.94369999
2016-08-31,240.545,186.6,0.3,89.8,144664.0,49.4,2179.02,1327.2,44.315,1.6054,0.78600001,0.81939999
2016-09-30,241.176,186.9,0.29,91.2,144953.0,51.7,2165.58,1315.55,48.035,1.5979,0.73799998,0.8599000200000001
2016-10-31,241.741,186.7,0.31,87.2,145071.0,52.0,2085.05,1303.7,44.075,1.7776,0.80900002,0.96859998
2016-11-30,242.026,186.3,0.31,93.8,145201.0,53.5,2192.85,1177.05,51.61,2.3872,1.15100002,1.23619998
2016-12-31,242.637,188.2,0.55,98.2,145415.0,54.5,2239.13,1150.62,53.8,2.4503,1.21800005,1.23229995
2017-01-31,243.618,190.7,0.56,98.5,145628.0,56.0,2294.95,1220.2,53.81,2.468,1.20899999,1.25900001
2017-02-28,244.006,191.6,0.57,96.3,145818.0,57.6,2381.67,1234.41,53.21,2.4807,1.31200004,1.16869996
2017-03-31,243.892,191.5,0.82,96.9,145960.0,56.6,2362.58,1248.78,50.75,2.3901,1.28600001,1.10409999
2017-04-30,244.193,193.0,0.83,97.0,146165.0,55.3,2401.52,1228.04,46.43,2.3514,1.30999994,1.04140006
2017-05-31,244.004,192.8,0.83,97.1,146388.0,55.5,2437.85,1278.77,47.79,2.1608,1.29799998,0.8628000200000001
2017-06-30,244.163,193.6,1.06,95.0,146585.0,56.7,2423.45,1241.33,46.21,2.305,1.37300003,0.9319999700000001
2017-07-31,244.243,193.5,1.07,93.4,146768.0,56.5,2473.71,1258.4,49.52,2.2651,1.34300005,0.92209995
2017-08-31,245.183,193.8,1.07,96.8,146913.0,59.3,2474.33,1324.65,47.29,2.1687,1.329,0.8396999999999999
2017-09-30,246.435,194.8,1.06,95.1,147012.0,60.2,2519.1,1279.72,51.57,2.3358,1.45500004,0.8807999599999998
2017-10-31,246.626,194.9,1.07,100.7,147153.0,58.5,2585.55,1269.47,55.65,2.3347,1.61199999,0.7227000100000003
2017-11-30,247.284,195.9,1.07,98.5,147353.0,58.2,2643.44,1280.05,58.32,2.3642,1.78999996,0.5742000399999998
2017-12-31,247.805,196.3,1.33,95.9,147529.0,59.3,2741.97,1319.04,61.52,2.479,1.95599997,0.5230000300000002
2018-01-31,248.743,197.9,1.34,95.7,147662.0,59.1,2754.81,1332.5,65.05,2.843,2.16100001,0.68199999
2018-02-28,249.439,199.3,1.35,99.7,148064.0,60.7,2690.14,1322.3,61.5,2.8661,2.21799994,0.64810006
2018-03-31,249.581,199.3,1.67,101.4,148289.0,59.3,2634.86,1325.03,64.895,2.7389,2.26999998,0.46890002
2018-04-30,250.146,200.3,1.69,98.8,148468.0,57.9,2663.85,1314.77,69.775,2.9506,2.48000002,0.47059998000000025
2018-05-31,250.779,203.2,1.7,98.0,148801.0,58.7,2731.64,1292.95,65.71,2.9049,2.43600011,0.4688998899999999
2018-06-30,251.118,204.2,1.91,98.2,148984.0,60.0,2719.4,1252.4,74.285,2.862,2.51600003,0.34599997000000027
2018-07-31,251.323,204.3,1.91,97.9,149050.0,58.4,2838.06,1214.4,68.56,2.9497,2.66499996,0.28470004000000015
2018-08-31,251.749,203.4,1.91,96.2,149269.0,60.8,2903.25,1201.47,69.875,2.8617,2.65300012,0.20869987999999973
2018-09-30,252.239,203.6,2.18,100.1,149326.0,59.5,2889.64,1203.29,74.265,3.2332,2.87199998,0.36120002000000007
2018-10-31,252.862,204.6,2.2,98.6,149471.0,57.5,2724.34,1232.53,62.855,3.2145,2.84599996,0.36850004000000025
2018-11-30,252.657,202.3,2.2,97.5,149573.0,58.8,2763.38,1222.136,50.555,2.991,2.80900002,0.18199998000000006
2018-12-31,252.551,201.0,2.4,98.3,149821.0,54.3,2530.06,1284.844,48.235,2.67120004,2.49580002,0.1754000200000001
2019-01-31,252.47,199.1,2.4,91.2,150100.0,56.6,2705.05,1317.265,55.332,2.68600011,2.5079999,0.17800021
2019-02-28,253.135,199.2,2.4,93.8,150124.0,54.1,2803.78,1293.055,55.715,2.75670004,2.55669999,0.20000005000000032
2019-03-31,254.273,200.8,2.43,98.4,150348.0,54.6,2892.36,1291.3,63.255,2.49710011,2.3434,0.15370010999999995
2019-04-30,255.163,202.1,2.45,97.2,150636.0,53.4,2945.51,1278.9,61.858,2.52679992,2.33500004,0.19179988000000003
2019-05-31,255.325,201.7,2.4,100.0,150713.0,52.3,2751.51,1305.2,53.337,2.13319993,1.92610002,0.20709990999999994
2019-06-30,255.361,200.3,2.4,98.2,150843.0,51.6,2986.11,1399.5,57.715,2.03550005,1.86740005,0.16809999999999992
2019-07-31,255.9,200.7,2.4,98.4,150921.0,51.3,2929.0,1440.59,55.209,1.84689999,1.71379995,0.13310003999999998
2019-08-31,256.179,199.2,2.13,89.8,151081.0,48.8,2920.74,1520.34,55.005,1.49940002,1.50800002,-0.008600000000000163
2019-09-30,256.596,198.4,1.9,93.2,151244.0,48.2,2950.5,1504.65,52.915,1.53069997,1.40359998,0.12709998999999983
2019-10-31,257.305,198.6,1.58,95.5,151337.0,48.5,3064.86,1514.017,56.06,1.71200001,1.55400002,0.15799998999999998
2019-11-30,257.788,199.0,1.56,96.8,151589.0,48.1,3142.72,1463.6,55.22,1.77400005,1.61179996,0.16220009000000002
2019-12-31,258.263,199.0,1.55,99.3,151789.0,47.8,3236.2,1552.108,62.96,1.78980005,1.53059995,0.25920009999999993
2020-01-31,258.682,199.3,1.59,99.8,152128.0,50.9,3228.32,1589.687,51.6,1.50510001,1.31719995,0.18790006000000004
2020-02-29,259.007,196.7,1.58,101.0,152504.0,50.3,2977.64,1585.634,45.26,1.154,0.923,0.23099999999999987
2020-03-31,258.165,193.1,0.08,89.1,151006.0,49.7,2490.3,1616.4,28.79,0.601,0.239,0.362
2020-04-30,256.094,185.5,0.05,71.8,130513.0,41.7,2829.13,1698.215,19.695,0.62,0.196,0.424
2020-05-31,255.944,188.6,0.05,72.3,133155.0,43.1,3188.79,1681.6,39.065,0.898,0.212,0.686
2020-06-30,257.217,191.2,0.08,78.1,137660.0,52.2,3125.55,1774.31,40.23,0.6594,0.1487,0.5106999999999999
2020-07-31,258.543,193.0,0.1,72.5,139048.0,53.7,3271.79,1974.9,40.44,0.533,0.109,0.42400000000000004
2020-08-31,259.58,194.3,0.09,74.1,140713.0,55.6,3419.53,1932.8,39.424,0.721,0.149,0.572
2020-09-30,260.19,195.5,0.09,80.4,141632.0,55.7,3350.1,1898.7,37.008,0.705,0.133,0.572
2020-10-31,260.352,196.5,0.09,81.8,142279.0,58.8,3280.84,1877.9,35.72,0.875,0.156,0.719
2020-11-30,260.721,198.3,0.09,76.9,142612.0,57.7,3692.2,1838.208,46.11,0.968,0.153,0.815
2020-12-31,261.564,200.5,0.09,80.7,142497.0,60.5,3734.51,1897.9,48.181,0.918,0.123,0.795
2021-01-31,262.2,204.8,0.07,79.0,143017.0,58.7,3891.79,1812.98,56.949,1.165,0.105,1.06
2021-02-28,263.346,210.6,0.07,76.8,143727.0,60.9,3841.47,1698.636,66.263,1.57,0.141,1.429
2021-03-31,265.028,215.0,0.06,84.9,144431.0,63.7,4039.11,1734.82,61.245,1.6717,0.1585,1.5131999999999999
2021-04-30,266.727,217.9,0.05,88.3,144694.0,60.6,4189.55,1768.76,63.459,1.6259,0.1643,1.4615999999999998
2021-05-31,268.599,224.9,0.05,82.9,145141.0,61.6,4227.56,1889.9,69.38,1.557,0.149,1.408
2021-06-30,270.955,228.9,0.08,85.5,145698.0,60.9,4351.64,1787.3,75.099,1.431,0.238,1.193
2021-07-31,272.184,231.85,0.07,81.2,146387.0,59.9,4403.23,1814.15,73.659,1.226,0.188,1.038
2021-08-31,273.092,233.415,0.06,70.3,146904.0,59.7,4535.53,1826.1,69.204,1.326,0.21,1.116
2021-09-30,274.214,235.678,0.06,72.8,147328.0,60.5,4360.74,1760.65,75.721,1.465,0.266,1.199
2021-10-31,276.59,240.465,0.07,71.7,148005.0,60.8,4692.74,1816.7,81.337,1.455,0.405,1.05
2021-11-30,278.524,243.287,0.07,67.4,148652.0,60.6,4534.37,1782.83,66.387,1.346,0.593,0.7530000000000001
2021-12-31,280.126,241.338,0.07,70.6,149240.0,58.8,4785.35,1829.24,75.351,1.514,0.736,0.778
2022-01-31,281.933,246.453,0.08,67.2,149744.0,57.6,4493.23,1807.54,91.949,1.912,1.314,0.5979999999999999
2022-02-28,284.182,252.66,0.08,62.8,150458.0,58.6,4324.13,1970.95,114.945,1.736,1.482,0.254
2022-03-31,287.708,259.969,0.33,59.4,150856.0,,4544.95,1924.3,99.355,2.386,2.462,-0.07600000000000007
2022-04-30,288.663,265.385,0.33,65.2,151224.0,,4140.45,1895.638,104.327,2.939,2.721,0.21799999999999997
2022-05-31,291.474,273.27,0.83,58.4,151608.0,,4112.15,1851.04,120.337,2.941,2.659,0.28200000000000003
2022-06-30,295.328,282.36,1.58,50.0,151980.0,,3824.14,1810.1,108.483,2.889,2.839,0.04999999999999982
2022-07-31,,,2.32,,,,4114.8,1771.66,93.825,2.588,2.886,-0.29800000000000004
